id,loss
4,2040.121692
6,2519.28042
9,10574.77635
12,4175.874944
15,974.5704577
17,2030.470142
21,2000.686821
28,1343.652237
32,2273.62938
43,3932.78301
46,2855.960453
50,923.7037699
54,1206.248511
62,1858.88348
70,1743.19654
71,2423.602167
75,2187.396119
77,1333.119702
81,2786.500355
83,2157.117141
87,1878.652498
97,2556.387538
103,1582.151543
119,1581.591875
120,2692.852719
127,1131.433556
138,4395.81868
141,2748.908457
148,1832.291617
150,2605.334051
151,2619.472379
158,1703.968114
160,2911.557754
165,2055.293118
168,3731.697099
169,3028.62559
177,2286.08381
178,3076.385958
184,1826.163385
194,11467.6657
198,1358.822835
203,3592.05324
211,3453.290084
217,1448.846064
219,1699.427189
221,3906.506377
227,2811.235322
230,1505.404202
235,2295.127392
240,807.6810907
243,2389.553028
249,2778.075957
253,2405.565364
258,1614.272386
261,1869.653076
263,4454.736688
264,3190.581874
265,3219.38125
268,1949.481155
271,1203.804379
274,2664.921482
275,886.4345509
279,2036.516698
282,2127.216864
286,3641.053667
288,1688.198681
294,2979.259463
296,1389.420888
297,1492.088891
300,1018.218971
303,4366.11947
314,1352.709259
315,3890.795556
321,2601.631986
323,2675.490814
330,2860.516769
341,1427.206668
342,3762.421255
352,1740.015946
353,2453.79641
360,2889.960126
361,2418.350185
362,3478.855972
366,1220.361868
372,3472.232874
376,3755.080567
377,3415.100031
379,1477.076969
380,2752.972084
387,1796.490275
392,1928.948531
394,4898.703193
395,1288.109183
397,1720.427842
407,5504.730259
411,4249.558832
416,3054.883977
417,1476.738537
419,3808.687493
428,3990.233544
431,2908.459526
436,9916.996978
438,1173.10521
445,5106.702799
446,4316.391631
455,1488.364554
456,1154.574694
461,1067.979888
463,1866.661862
464,4318.732143
466,1183.175289
467,1434.5645
470,1323.078422
475,1818.118873
482,2689.379694
490,2982.547893
496,1892.83693
497,1919.625238
508,4352.089499
510,1745.793888
512,1922.300534
513,2117.834774
523,2294.027799
531,2247.225331
532,2712.758575
533,1302.683876
537,1488.059096
544,4803.045213
547,2795.777498
556,5706.549071
565,1479.065854
566,1802.140954
571,1785.378392
573,1822.985461
574,985.9835206
581,1555.854922
585,1889.136041
589,1496.392119
597,2738.525525
601,2083.383503
602,1560.373219
613,2057.408559
616,1683.135036
619,2224.435527
622,1621.050734
623,2154.874192
629,1612.871976
634,1716.699251
638,1123.110189
642,1343.711665
643,2778.37639
645,1154.147724
648,2597.386105
652,1637.196426
664,1092.520046
666,2075.448056
672,891.7317737
676,1943.51684
678,4332.273012
682,1979.2872
686,2783.937466
688,3096.306151
689,1642.008141
690,1810.016931
692,4367.497224
695,1971.503732
697,1747.829291
698,3366.064926
706,1906.286533
708,1700.247804
712,1524.031422
715,2987.683312
717,1290.467685
725,3275.741918
729,1332.026408
737,2248.357442
739,3837.982453
747,3952.499296
753,2814.599874
758,4285.432786
759,2678.562776
763,2101.513846
773,2862.286494
774,1708.848248
776,1659.917054
788,2442.88575
790,3488.977634
794,987.0886049
801,1708.904374
802,1090.358822
805,1354.580228
809,3369.611024
812,1623.607365
825,1984.19487
828,2062.22589
830,1589.276565
833,1478.625142
850,5376.138912
852,2252.548469
862,1685.123292
863,1338.523289
864,1392.611751
865,3656.272406
868,3905.054923
872,1518.72759
879,3093.62643
880,1401.195925
883,1457.755558
886,1638.426212
923,2490.170394
924,2124.661638
932,2248.779103
945,4782.838973
947,3068.726016
948,1983.769457
955,2656.14059
963,4250.959708
979,1312.896647
989,1642.920548
994,3315.059393
995,1594.975551
998,1307.049884
1000,2228.207709
1018,1674.401484
1019,1203.363551
1028,2959.152587
1034,1238.704638
1038,1667.797401
1040,1711.022604
1042,1664.213258
1057,6256.39989
1058,2637.451649
1063,1300.522556
1066,4271.86
1071,4473.969717
1073,8466.087633
1074,3429.983573
1077,2056.775213
1080,8135.355403
1088,973.7127144
1096,1007.757467
1097,4198.571142
