"id","loss"
4,1503.69400097042
6,2147.1505886265
9,8869.25726671043
12,5876.73558358337
15,818.60567853102
17,2220.84320174402
21,2172.44498172652
28,905.27519753954
32,2316.23501260876
43,3183.07888404996
46,2713.95500650872
50,1014.96782376227
54,1281.9271664892
62,1820.98269477411
70,2160.92428916541
71,4581.51829877351
75,2361.54702133127
77,2462.60433794916
81,2488.12199349592
83,2380.11539574823
87,1993.8109086203
97,1745.55031791467
103,1232.88138560864
119,1124.91217308833
120,1808.22950890765
127,981.491050069669
138,4231.96182035952
141,3053.76878773673
148,700.930135757484
150,2492.90314456341
151,2200.1807268617
158,1624.16686237958
160,5919.50703543322
165,2352.08112746062
168,3601.07171322613
169,3737.0482116504
177,2685.76520451174
178,3103.18122940826
184,1941.86285639352
194,9247.66026782842
198,1572.25205631007
203,3925.45692364851
211,2725.24498623611
217,1194.94277556217
219,1255.02416537443
221,4219.943823741
227,1607.05450021021
230,1489.62708603022
235,2057.29548859676
240,701.620994216998
243,2667.38160059077
249,7020.51726195662
253,2452.52519969494
258,1441.63869537062
261,1489.65478836012
263,3853.78163592237
264,2332.60890616031
265,4106.71329857671
268,1708.06132915055
271,1107.14624656228
274,5306.75836382009
275,703.778865459502
279,1582.8600674402
282,1369.77740333869
286,3049.9793251599
288,1236.11309507891
294,2415.76565404991
296,1022.46601338433
297,1369.53444908301
300,803.740309134138
303,7601.93561655995
314,1208.15701442508
315,4514.30982392162
321,2234.52164586461
323,4124.11174803925
330,3557.36356777284
341,1808.77193356029
342,3470.57239213362
352,1665.68484836289
353,3632.45592140493
360,4529.69687491558
361,1959.36957597006
362,4106.5879735451
366,1260.59542395779
372,3656.97462541868
376,2570.14835675735
377,2297.13951125598
379,1447.24729433207
380,3723.3558027029
387,1852.10724799674
392,1877.34329424505
394,10295.1239496409
395,1532.99275060051
397,1510.54920659786
407,5395.19801135915
411,9798.13292152372
416,2712.77373703836
417,1539.83173251191
419,3557.47213154998
428,5078.7416045719
431,1938.19307535439
436,8602.30000752982
438,1494.84205186242
445,6699.45242564778
446,6727.89940274699
455,1337.03246024404
456,1283.48930238868
461,924.381557590986
463,1821.70527385997
464,3656.04356470099
466,1607.21619834101
467,1417.11266111642
470,1217.21009477195
475,1441.08885873138
482,3144.85800079303
490,3405.33501301665
496,1797.4888206876
497,3730.26153693058
508,2656.64167810115
510,1805.32009786229
512,1734.75753343612
513,3328.00215353134
523,1867.49352072521
531,4429.24601889292
532,2078.76694474531
533,1390.23080026139
537,1170.95242914954
544,4759.41145345679
547,2820.85046323272
556,7495.35693123442
565,1251.64811462851
566,1176.12299901593
571,1490.78605151825
573,1323.14725175042
574,904.222538033522
581,1976.2923419992
585,1863.88073869214
589,2018.80486324223
597,1690.72277841976
601,3517.9616223434
602,1910.51860453167
613,1599.19846598077
616,1371.23276496035
619,2127.68298883154
622,2378.82987022238
623,1827.10936950766
629,1507.18274533378
634,1482.23129551324
638,952.366234820556
642,1046.1263053237
643,2095.6324335035
645,1015.01186638574
648,6013.39664393808
652,1369.41560006571
664,1094.82797299208
666,2226.73469848826
672,907.336168771185
676,2034.8607319552
678,3827.87039991903
682,1727.87817861949
686,3210.05475601053
688,2155.42171005929
689,1236.29406169358
690,1709.10335030342
692,10280.9660377842
695,1639.22207246943
697,3932.07370479256
698,1899.47010571411
706,2908.70265192601
708,1583.91633804599
712,2525.02757687278
715,4475.78448907467
717,1327.0527565477
725,2875.62825003639
729,1163.0871930699
737,1454.91038255203
739,5047.84746059426
747,3350.09839194345
753,2729.58486321378
758,2176.72643652451
759,1910.63521689191
763,1381.85239191996
773,4267.91628093864
774,1974.92920347861
776,1483.58469560369
788,3084.95166168502
790,2363.61877849266
794,1183.15586460183
801,2898.70727465657
802,1450.95581130615
805,1289.36643670251
809,5268.35404119016
812,1699.3825009777
825,2408.53433478592
828,2056.92176347604
830,1399.9584624141
833,1114.66614217138
850,5850.50921258033
852,6018.93329439117
862,1367.47564142222
863,1328.67558381275
864,1437.89365445043
865,3322.44624585985
868,6223.55979178178
872,1418.16787139849
879,5631.18410619978
880,1554.55656645027
883,1342.36146707568
886,1336.05354695509
923,1726.79589140819
924,1463.27256728477
932,1492.54932082989
945,5924.60127039239
947,6337.73817665909
948,2014.64284840015
955,2924.46102729806
963,4367.02747446896
979,1286.86103210323
989,1420.58476421608
994,2955.24495799104
995,1723.05758871718
998,1347.18934944856
1000,3466.35496712422
1018,1656.46763633747
1019,1852.06044144968
1028,1514.31955937122
1034,1368.5199931903
1038,1493.42639649678
1040,1486.3022914372
1042,1280.51957259686
1057,7037.71169483191
1058,2382.10121183689
1063,1035.41177195316
1066,4060.03005721278
1071,3934.49314575756
1073,4015.80340124018
1074,2734.30451784639
1077,3047.19698161944
1080,8757.37934408961
1088,954.550800447192
1096,816.557779962752
1097,10565.5417106989
1105,5887.18603267144
1115,1718.27175032925
1116,3172.36300783614
1122,2010.23633951418
1130,4676.96708864545
1133,1027.31837295448
1137,1891.25386348689
1140,1720.39432068351
1143,7574.50858175625
1149,5413.63920304594
1150,903.598854711683
1153,832.433875843021
1157,736.26784418228
1180,635.303901755307
1183,1044.27876885704
1188,1524.35642460199
1193,1128.55807853165
1200,778.025470508234
1209,3806.85373013452
1214,1948.4928564397
1219,1874.70613682837
1223,5778.84257143672
1227,907.558578948334
1228,1515.62854069822
1229,4166.14869815948
1233,1087.22985284086
1238,5550.95399187788
1239,1743.543028668
1241,3499.43734254245
1243,1681.87298979436
1244,1208.98456893188
1245,3771.78229155975
1277,4342.37966953965
1279,3368.92755268498
1292,11035.6218210245
1293,1446.07390797398
1299,10435.8389405462
1304,2743.96457974254
1313,3308.00071961598
1328,2310.58263218575
1330,996.580358121058
1334,1514.25168501187
1335,1322.8021803557
1336,5211.70043656571
1341,1041.82029591293
1344,1087.7707114772
1351,1013.32992555945
1352,3103.04509887931
1354,1507.23664735291
1368,3820.28479925778
1373,1484.34183703193
1375,760.901807181364
1381,1456.86044698163
1384,3369.26170666256
1385,3574.85098582497
1388,6004.14203524485
1401,6174.52701026904
1402,2502.66247832624
1404,1544.67583409294
1406,1469.21611648037
1409,1083.51026219178
1422,1367.12292072913
1429,3443.42954055061
1433,5702.92822950932
1438,968.271574351342
1444,1094.51165357306
1446,1279.83832504152
1450,1063.49710559843
1451,782.521845144219
1454,1761.62484738771
1458,2307.48102501415
1461,3300.18617119513
1464,5865.03386143081
1465,1077.71033908452
1478,2228.70412727667
1479,1622.03384391955
1480,2885.79172463762
1484,2248.37546460612
1486,983.167024172755
1488,847.289593779059
1489,3396.97303386038
1491,1033.32148746977
1507,1920.06787163894
1515,1729.5672085598
1519,2567.75353809923
1528,1822.89919932818
1529,1001.56152502044
1530,2803.19118410759
1532,1010.05145841642
1541,1524.58904068013
