id,loss
4,1959.892996
6,2112.701788
9,8759.559009
12,5656.606821
15,1193.207544
17,2507.277663
21,2031.888698
28,1317.731758
32,2558.599399
43,3720.269403
46,2681.208247
50,1134.283395
54,1542.281709
62,2245.144116
70,2268.824585
71,5485.585882
75,2441.279529
77,2526.868827
81,2498.060492
83,2719.458028
87,2053.978035
97,2781.96484
103,1632.083585
119,1703.295933
120,2166.629706
127,1530.131349
138,3366.274606
141,2519.678162
148,1811.852433
150,3329.936259
151,2445.23274
158,1954.794693
160,6819.33714
165,2309.584654
168,3501.528353
169,3413.64317
177,3040.198045
178,4850.828819
184,2186.798848
194,7015.163218
198,1914.992922
203,4405.970433
211,2619.245366
217,1423.835768
219,1781.213572
221,3480.925441
227,2343.226485
230,1816.300651
235,2146.880168
240,922.1920339
243,2651.053081
249,6180.433159
253,3268.509193
258,1783.787876
261,1929.707896
263,3431.691745
264,2705.56804
265,5248.17336
268,1734.474962
271,1749.158259
274,6451.456808
275,959.6823601
279,2198.94974
282,1874.474406
286,3420.690874
288,1954.117786
294,2784.703295
296,1379.632357
297,2021.709822
300,1270.102881
303,9322.907702
314,1862.608877
315,5315.859372
321,2611.571241
323,5196.712788
330,3948.534243
341,2644.139834
342,4305.147875
352,1941.136407
353,4443.880028
360,5391.792028
361,2267.223899
362,4123.125392
366,1456.176813
372,3575.71623
376,2948.443937
377,2197.961783
379,1834.19377
380,4642.897792
387,1960.168188
392,2366.676912
394,10080.19857
395,1771.922777
397,1866.261536
407,4875.38173
411,6293.785796
416,2959.201877
417,1945.477957
419,3048.86562
428,5260.822149
431,2165.437278
436,6869.181045
438,1305.267004
445,6609.203721
446,6587.286161
455,1955.853067
456,1807.169017
461,1009.658073
463,1908.035642
464,3844.412607
466,2359.535108
467,1827.89654
470,1326.278213
475,1702.314866
482,2741.12372
490,3361.678347
496,2181.529884
497,5134.841317
508,3023.377731
510,1543.415214
512,2567.826665
513,4007.925734
523,2520.160145
531,5878.270817
532,2265.213955
533,1635.494636
537,1449.528702
544,4766.419613
547,4048.487987
556,7922.164539
565,1632.788636
566,1715.488442
571,1867.343398
573,1650.210326
574,1129.785129
581,2578.069996
585,2609.178701
589,2881.467973
597,2023.107658
601,3194.249276
602,1447.522895
613,2128.017436
616,1585.868659
619,2001.79408
622,2800.60874
623,2720.372067
629,1896.424691
634,1946.384209
638,1116.466716
642,1266.417966
643,2479.785616
645,1254.795046
648,6066.198589
652,1807.7322
664,1328.510613
666,2889.783477
672,967.4244603
676,2174.969237
678,3905.568084
682,1863.680336
686,3657.97158
688,2784.211463
689,1627.373274
690,1897.8945
692,8337.310008
695,2153.554715
697,3991.03016
698,2774.346978
706,2194.277989
708,1973.258937
712,3975.89692
715,3791.450853
717,1471.677579
725,3088.440671
729,1711.476122
737,1733.095993
739,5024.294083
747,4007.210581
753,2454.076045
758,3437.517012
759,2494.966628
763,2016.4726
773,5245.201939
774,2200.11223
776,2313.968744
788,3804.038911
790,2382.837082
794,1317.951531
801,3548.846425
802,1933.612489
805,1456.264369
809,5460.515767
812,2052.95108
825,2804.8322
828,2198.782076
830,1925.182554
833,1673.677308
850,4781.394777
852,6052.221724
862,1807.103188
863,1640.564371
864,1641.262512
865,3574.205616
868,6936.673396
872,1721.146443
879,5671.064613
880,1618.281107
883,1628.653172
886,1691.458211
923,2289.940839
924,2044.007004
932,1822.902533
945,5368.882857
947,6615.014446
948,1949.800627
955,3677.453514
963,4691.187849
979,1334.599909
989,1758.285502
994,3075.73518
995,2166.496781
998,2825.808923
1000,3834.182101
1018,1940.916559
1019,2989.095409
1028,2732.001352
1034,1526.921175
1038,1972.308677
1040,1840.429242
1042,1395.46886
1057,6666.46588
1058,2601.575475
1063,1719.913735
1066,3358.526576
1071,4039.21575
1073,3888.243564
1074,2930.784969
1077,3252.375119
1080,9923.197594
1088,1500.118626
1096,1058.845173
1097,10531.18035
1105,5833.241225
1115,2129.95917
1116,2614.962372
1122,2224.897042
1130,4329.966193
1133,1455.529398
1137,2772.438472
1140,2542.662995
1143,7266.328633
1149,6309.828988
1150,1117.183786
1153,1018.55907
1157,1843.991068
1180,819.505572
1183,1200.239765
1188,2078.043203
1193,1381.373701
1200,892.1692867
1209,3285.710685
1214,2217.019589
1219,2120.843885
1223,6312.928312
1227,1189.985121
1228,1761.854076
1229,3647.750522
1233,2216.145619
1238,3861.704784
1239,1802.982443
1241,3875.213294
1243,2172.453507
1244,1501.772398
1245,4315.66443
1277,4277.51993
1279,3431.049356
1292,7699.571398
