id,loss
4,1414.630639
6,1535.54956
9,9510.296307
12,7084.656276
15,745.3770375
17,2019.933972
21,2150.751706
28,709.4359581
32,2357.466781
43,3093.26149
46,3008.018284
50,701.8050806
54,1502.581899
62,2146.286173
70,2013.977225
71,5823.294509
75,2328.84365
77,2281.149902
81,2414.566109
83,2117.968828
87,1759.140368
97,2447.239169
103,1426.117009
119,1382.310581
120,1646.763698
127,919.2242533
138,5337.825816
141,3135.741044
148,987.0014921
150,2636.574975
151,2557.374085
158,1928.924123
160,6509.130077
165,2784.558964
168,4241.794373
169,4169.400652
177,3457.049152
178,3387.16382
184,2431.167189
194,10390.19907
198,1491.733148
203,4260.890811
211,2473.908716
217,1020.077449
219,1253.159882
221,6201.892236
227,1558.63265
230,1610.115096
235,1750.608304
240,504.0618888
243,2702.387845
249,6793.152345
253,3240.910433
258,1450.729884
261,1898.267849
263,3610.48371
264,3322.275613
265,4443.816253
268,1807.062268
271,1170.298241
274,5435.653006
275,477.6413241
279,1899.657407
282,1445.334249
286,3340.053226
288,1189.590627
294,2613.462523
296,1156.565447
297,1797.328881
300,673.6685743
303,11036.23861
314,1352.999525
315,5003.260008
321,2393.805367
323,4694.03774
330,3962.702773
341,1753.883204
342,4295.4547
352,1687.520181
353,3966.251283
360,8140.092583
361,2157.995794
362,4160.273886
366,995.7513231
372,3218.31486
376,2952.534347
377,2140.842158
379,1822.509764
380,4328.566541
387,2011.525963
392,1756.983931
394,12838.9494
395,1478.934721
397,1560.205984
407,7041.722963
411,12063.29091
416,3000.610257
417,1678.114602
419,4668.44949
428,6134.016551
431,1641.557012
436,8977.69006
438,1250.073667
445,6177.68618
446,8307.986572
455,1744.961866
456,1307.179318
461,812.7513854
463,1650.741684
464,3564.345324
466,1816.048149
467,1606.324231
470,1099.132457
475,1232.146273
482,4189.0453
490,3978.412811
496,2319.795677
497,5476.365002
508,2855.405015
510,1992.525487
512,2428.157873
513,3559.784018
523,1817.238351
531,4824.679107
532,2893.343902
533,1278.414713
537,930.1661467
544,4519.247753
547,3347.83767
556,8534.628972
565,1492.904717
566,1451.881166
571,1500.442274
573,1706.679495
574,810.8307245
581,1944.448005
585,2250.381772
589,2243.209853
597,1484.939551
601,3460.41673
602,1888.312626
613,1964.922981
616,1595.652961
619,1908.572145
622,2101.835802
623,1968.780332
629,1467.22428
634,1541.745344
638,564.5891487
642,926.7812257
643,2183.957277
645,855.2425856
648,8676.734679
652,1308.797105
664,984.7791247
666,2697.964716
672,703.5595833
676,2717.058325
678,4515.722741
682,1605.068733
686,3138.065534
688,1800.44126
689,1043.191133
690,1823.00771
692,13441.26916
695,1407.184699
697,5651.597595
