id,loss
4,2019.09503
6,2245.573087
9,9733.053637
12,4164.994924
15,988.003425
17,2114.574499
21,2346.549712
28,1308.324292
32,1967.32744
43,3290.983535
46,2612.116521
50,1206.951403
54,1355.401314
62,2155.51814
70,1582.427162
71,1937.608539
75,2280.103967
77,1699.640745
81,3146.230201
83,2137.744778
87,1805.228001
97,3911.772048
103,1684.156387
119,1684.11598
120,2634.721984
127,1191.612746
138,4393.584859
141,3224.231558
148,1887.91914
150,3044.97224
151,3188.829712
158,1730.019512
160,2913.541953
165,2328.115688
168,4311.685165
169,3746.044984
177,2330.042395
178,2438.287198
184,2356.626111
194,7886.49012
198,1512.24929
203,3388.490402
211,3746.777428
217,1654.988475
219,1752.396839
221,4134.993259
227,2631.750198
230,1798.867877
235,2857.173505
240,984.8523791
243,2744.295148
249,3569.994394
253,2844.194065
258,1826.977906
261,2577.348703
263,4058.073186
264,4012.431405
265,3142.332055
268,2418.960845
271,1312.120608
274,2513.750913
275,1007.910657
279,2559.808506
282,2259.345473
286,3738.324965
288,1619.19733
294,3641.868061
296,1482.724325
297,1282.444473
300,1084.235971
303,3891.994282
314,1493.475736
315,4587.050203
321,2875.21634
323,3147.149883
330,2701.44715
341,1505.723885
342,4117.997527
352,2027.716716
353,2507.809743
360,2421.658245
361,2254.283736
362,2905.681514
366,1214.953491
372,3669.380591
376,3804.156822
377,3401.510116
379,1565.125549
380,3054.874408
387,2147.340299
392,2219.490626
394,5272.352834
395,1250.551809
397,1827.667833
407,4332.433641
411,4793.610755
416,3301.261133
417,1634.245456
419,3438.522363
428,4104.946832
431,2579.669804
436,8273.301902
438,1248.896991
445,4963.001246
446,5169.275221
455,1603.545518
456,1472.936296
461,1090.92965
463,1752.900251
464,4442.290523
466,1515.276484
467,1381.245067
470,1513.080622
475,1601.35996
482,2973.53131
490,3362.440925
496,1630.311899
497,2048.752674
508,4586.447018
510,2073.199936
512,2260.922785
513,2064.063866
523,2497.84569
531,2415.551612
532,3142.399254
533,1270.529018
537,1551.645647
544,4959.618302
547,2690.697732
556,5133.37399
565,1359.297745
566,2276.215775
571,1719.998563
573,1746.957309
574,1131.047273
581,1841.776796
585,2020.430514
589,2008.366017
597,2607.161757
601,2226.940517
602,2088.300161
613,2209.982591
616,2046.825291
619,2094.626207
622,1769.955406
623,2216.300234
629,1695.473756
634,1822.985979
638,1141.800691
642,1595.903864
643,2884.558974
645,1246.82938
648,2695.394855
652,1564.796246
664,1104.850822
666,2078.884974
672,1043.365827
676,2125.329225
678,4392.752004
682,1964.306125
686,3351.230311
688,2855.805961
689,1637.408414
690,2020.281109
692,4745.938023
695,2178.424815
697,2033.866734
698,4315.34
706,2083.859646
708,1738.725516
712,1447.275792
715,3381.140019
717,1466.140111
725,3336.603033
729,1357.169243
737,2639.87918
739,3773.878918
747,4334.876596
753,3040.671342
758,3671.076433
759,3288.751347
763,1905.415902
773,2956.077758
774,1919.403747
776,1854.125682
788,2462.023582
790,3762.746447
794,1004.102923
801,2161.173077
802,1206.694123
805,1588.804079
809,3811.528613
812,1838.66791
825,2190.83289
828,2025.757152
830,1654.072489
833,1524.832824
850,6913.182425
852,2075.716793
862,1506.570548
863,1444.602981
864,1508.722992
865,3601.80202
868,4407.103998
872,1650.486758
879,3511.702298
880,1528.665896
883,1718.185835
886,1986.378573
923,2362.021504
924,2042.789132
932,1896.763826
945,4201.578857
947,3182.849948
948,2646.262856
955,3119.895526
963,3762.490663
979,1422.820183
989,1717.254347
994,3142.471925
995,1809.321698
998,1415.778868
1000,2726.772835
1018,1794.357201
1019,1385.547335
1028,2511.188618
1034,1402.851282
1038,1773.147768
1040,1779.904744
1042,1826.463002
1057,5653.058836
1058,2927.601212
1063,1460.071766
1066,3996.771969
1071,4441.358373
1073,5234.750534
1074,3083.369542
1077,2618.001474
